Title,Tags
"Jockey pulley (upper jockey wheel) suddenly not engaging with the chain when in the three largest (easiest) cogs on the big ring only","<gears><derailleur-rear>"
"OnGuard U-Lock key mechanism partially activated","<lock>"
"Are chain ring spacers a good solution to adjust chain line?","<mountain-bike><chainring>"
"Selecting spoke lengths","<wheels>"
"bar end shifters on drop bars - why not run the cables all the way to the stem?","<shifter><touring-bikes><cable-routing>"
"Would Lowering my Handlebars Help my Performance?","<handlebars><stem><adjustment><performance>"
"Are there any sub $100 gps devices that can export a gpx file","<frugal><gps><strava>"
"Add/remove sprockets on cassette to customize gear ratios","<shimano><cassette>"
"Food to keep in pannier long-term until it's needed?","<nutrition>"
"What makes a cassette mountain bike vs. road bike?","<mountain-bike><road-bike><cassette>"
"How to identify galvanised and stainless cables?","<cable>"
"Vista Sport Vintage Bicycle","<product-rec>"
"connecting center pull dia-compe lever cables","<brakes>"
"Replacement MTB rear derailleur","<mountain-bike>"
"How difficult would it be to maintain 17.5 Mph for an hour?","<road-bike><training><speed>"
"Are carbon hubs a good idea?","<road-bike><wheels><hub><wheel-building>"
"Stuck Bottom Bracket","<repair><parts><bottom-bracket>"
"Safest way to slow down a bike quickly if both sets of brakes fail","<safety><brakes>"
"What kind of tire should I purchase for use on a bike trainer?","<tire><trainer>"
"Life expectancy of a rim?","<maintenance>"
"Effective 'equipment minimal' leg strength training for cycling?'","<training><weight><cross-training>"
"How could I have avoided this accident?","<safety><brakes><accidents>"
"Single speed chainline","<fixed-gear><single-speed><chainline>"
"Raleigh Twenty forks too narrow to accept 93mm hub","<fork><hub><steel>"
"Rear wheel rubs frame/cage while pedaling standing up","<mountain-bike>"
"Does cycling make one's knees stronger?","<road-bike><bike-fit><pain>"
"22 to 11 speed conversion?","<road-bike><mechanical><groupsets>"
"Alleviating pressure from coccyx with padded shorts","<saddle><pain><chamois>"
"Specialized Brain problem","<suspension>"
"What type of grease to use as general purpose bearing lubricant?","<maintenance><lubricant>"
"Missing lock nut part","<wheels><hub>"
"How many spacers I can put on a Shimano hollowtec 2 BB for a 68 mm BB shell","<bottom-bracket>"
"Will two spacers between the cassette and the hub effect the chain line?","<wheels><hub><cassette><chainline>"
"Are there any Male to Female DI2 wires / exetensions?","<shimano-di2>"
"Should disc brake rotors be removed when packing bike for travel?","<disc-brake><transportation>"
"What year is this Specialized Stumpjumper FSR?","<mountain-bike><identify-this-bike>"
"Should I stick with my Stolen (brand) BMX or should I build my own bike?","<bmx><build>"
"Ambidextrous backup downtube shifter for touring?","<downtube-shifter>"
"Carbon-wrapped Aluminum seatpost?","<touring><seatpost><carbon><aluminum>"
"which multi-speed hub should I upgrade my trek district to","<internally-geared-hub>"
"Sachs- Huret derailleur (re)installation","<gears><mechanical><derailleur-rear><restoration>"
"Electric Bike (eBike): Freewheel or Regenerative braking?","<electric-bike>"
"Freewheel sprocket locking up","<freewheel><fixed-gear><sprocket>"
"Need help picking the right rear derailleur and chain for Giant Escape 2","<chain><derailleur>"
"determining make model and year of a BMX frame","<frames>"
"Shimano short cage rear derailleur capacity","<derailleur><shimano>"
"Replacing an 8-speed cassette with a 9-speed one to make my bike faster","<cassette><speed><modification>"
"back tire keeps going down","<mountain-bike><maintenance><tire><innertube>"
"Shimano 105 ST-5500 gear sensor mechanism","<shimano><brake-levers>"
"Can anyone tell me the year of this Kona road bike?","<road-bike>"
"For 'classic' cantilever brakes, are cartridge brake shoes better than non-cartridge ones?","<mountain-bike><maintenance><brakes><rims>"
"Is it good practice to wave following cars through when safe?","<safety><legal><etiquette>"
"youth racing. 11 speed 16 up cassette","<shimano><cassette>"
"Bike too big for me","<brakes><frames><handlebars>"
"Reuse oversized hardtrail frame to build a commuter bike?","<frames><build>"
"What are the advantages of 4 arm cranks for road bikes?","<crankset>"
"Neck pain after BG Bike Fit?","<bike-fit><pain>"
"My chain came out of dérailleur frame, but gap seems too small, am I misunderstanding something?","<chain><derailleur>"
"Can I swap my fixie frame and still keep all my old components?","<frames><parts>"
"How much does number of gears matter for a front derailleur?","<derailleur><parts><drivetrain>"
"Do I need a chain guide or bash guard to convert to a single chain ring?","<chainring><commuting-bike><conversion>"
"Should I use lights in foggy conditions?","<safety><legal>"
"Can anybody recommend a bike for year round commuting","<commuting-bike>"
"What is the hazard turn signal?","<road-bike>"
"New wheelset, spokes losing tension","<wheels><spokes>"
"What causes brakes to perform worse when the bike is loaded?","<brakes><brake-pads>"
"Changing Frames","<frames><gears><shocks>"
"I just replaced my cassette, do I need replace the 2 month old chain?","<chain><cassette><replacement><cog><wear>"
"Is fluorescent clothing effective?","<safety><clothes>"
"Can my bike be recovered from the rust monster?","<maintenance><mountain-bike><rust>"
"What needs to be considered when building a winter bike?","<winter><build>"
"How do you deal with flats in the winter?","<tire><winter><puncture>"
"What do you bring in your winter pack?","<winter>"
"Pros/Cons of Bar-Ends?","<handlebars>"
"Why would a manufacturer change chainring sizes drastically between years?","<road-bike><chainring>"
"Proper Posture on a flat bar road bike","<road-bike><commuting-bike><ergonomics>"
"Will my road bike fit in the racks on a public transit bus now that I have put fenders on it?","<public-transportation><fenders>"
"Best place to shop for parts in Canada (used parts)","<regional><canada><shopping>"
"Winter Tires with removed studs as Summer Tires?","<tire><winter>"
"Why would hydraulic disk-brakes become sluggish in cold winter? Just an incident or due to the cold?","<winter><hydraulic-disc-brake>"
"First Cyclocross Race - Riding a Mountain Bike","<mountain-bike><cyclocross><full-suspension><race>"
"Gear to protect against hand injury in a crash","<clothes><injury><accidents><gloves><protection>"
"Cyclocross Tire Pressure","<cyclocross><tire-pressure>"
"dual pivot side pull brake shoe touches wheel rim. How do I fix it?","<brakes><wheels>"
"Can I use Edge 510 as an indoor trainer computer","<training><garmin><cycle-computer>"
"How do I fit this pair of chain tensioners on my single speed bike?","<chain><single-speed><dropouts><tension>"
"How much can a 700x23 inner tube stretch?","<innertube><puncture><inflation><tire-pressure>"
"Is anyone really convinced of ANT + technology/benefits?","<bike-computer>"
"cars and scooters in a road bike race","<road-bike><racing>"
"Front Derailleur Tuning Question","<road-bike><derailleur><adjustment>"
"How big can I drop safely on a mountain bike","<full-suspension><shocks>"
"Does anyone know what kind of bike this is?","<frames><vintage><identification>"
"what should I do when single track gets narrow","<safety><trails>"
"What are the practical limitations of a road bike compared to a mountain bike?","<mountain-bike><frames>"
"Is there any use to motor pacing for people in the cat 4 to cat 2 range actually useful?","<training><power>"
"Should I restore my old mt-bike for winter commuting (and for wife to ride with me) or throw it away?","<maintenance><mountain-bike><restoration>"
"Changing '75 international to clip in pedals and shoes","<pedals><crankset><clipless><campagnolo>"
"Rear derailleur low limit adjustment changes under load","<derailleur-rear><adjustment-screw>"
"How to know when to bleed a hydraulic disk brake / tips for improving disk brake performance?","<disc-brake><cyclocross><sram>"
"Does chain tension change how hard/easy it is to pedal?","<chain><fixed-gear><tension>"
"How can I bleed my hydraulic disc brakes without buying a kit?","<maintenance><hydraulic-disc-brake>"
"Dealing with cars harassing cyclists in the US","<safety><legal>"
"How is fat bike traction on icy roads compared to a mountain bike?","<fatbike><ice>"
"""Racing bikes"" with fenders and a rack","<rack><fenders><racing-bikes>"
"How long do new tyres last off the bike?","<tire><storage>"
"Effects of jockey wheel sizes & types","<gears><derailleur><derailleur-rear><performance><technology>"
"How long do helmets last?","<helmets>"
"My rear wheel is bent. How do I know which replacement rim would work?","<rims><rear-wheel><diamondback>"
"Should I upgrade forks for a 50km race?","<mountain-bike><suspension>"
"How feasible is it to transfer modern (2010) components to a 90s frame (road bike)","<road-bike><frames><parts><mechanical><restoration>"
"Are there adult bicycle passenger trailers for adults in Australia?","<trailer>"
"Can you use a 6/7 Speed Derailleur on a 5 speed bicycle?","<derailleur>"
"Extra power needed uphill for weight increase","<performance><power><climbing>"
"Protocol for downhill cyclist overtaking a car?","<road-bike><safety><etiquette>"
"What hub to purchase for a GT aggressor?","<hub><freewheel>"
"Winter commuting - how to keep warm?","<clothes><winter>"
"Do I need to get a replacement bike for this broken chainring?","<repair><chainring>"
"Spray new bike with teflon to repel dirt and moisture?","<maintenance><cleaning>"
"What to do after an accident with a child?","<accidents>"
"Why are BMX saddles so low?","<saddle><bmx><riding-position>"
"Is a headlight required to emit light to the sides?","<safety><legal><headlights><visibility><california>"
"Is it difficult to do a post-break-in wheel tune-up?","<wheel-truing>"
"Are shifters compatible with different derailleurs?","<parts><derailleur><shifter>"
"Are derailluers always or usually compatible with any cassettes?","<parts><derailleur><cassette>"
"New touring bike components","<shimano><touring-bikes>"
"Which MTB Inner Tubes","<mountain-bike><puncture><innertube>"
"What options do I have to charge my GPS and Phone using a dynamo hub?","<touring><gps><dynamo-hub><iphone>"
"Where can I go to change the vertical drop out for a horizontal drop out?","<frames>"
"Clipless Pedal - Flat Attachment","<pedals><clipless>"
"Trainers: Fluid or Mag","<training><trainer>"
"Chain not fitting chain ring","<chain><chainring><crankset>"
"Is it ok to mix 23 and 25 tyres","<tire>"
"Tyre Rubber Classifications","<road-bike><tire>"
"changing disc brake pad material while keeping same rotors","<brakes><rotor><disc><pads>"
"Chain drops in smallest gear under load","<chain><chainring><drivetrain><campagnolo>"
"Rim Stickers/Decals","<rims><single-speed><brake-pads>"
"What to look for in a bicycle meant for the exercise?","<exercise>"
"Planet Bike speedometer won't reset","<maintenance><repair>"
"What Changed with Shimano Hyperglide-C?","<hub><cassette>"
"Replaced faulty Shimano twist shifter but front derailleur still won't catch 3rd","<derailleur><shimano><shifter>"
"Partially disassembling Sticky Shimano STI shifter for service","<maintenance><shimano><shifter>"
"How has biking changed in the past 15 years?","<commuter>"
"Going from a 1x8 to 2x10 setup","<chainring><drivetrain><hybrid-bike>"
"Joshua X1 Rear Sprocket","<sprocket>"
"Does ""Carbon & Aluminium"" really mean cheap plastic coated aluminium?","<mountain-bike><parts><fork><carbon><aluminum>"
"SPD cleats damaging mountain bike shoes","<shoes>"
